order_id,sales,profit,quantity,category,sub_category,cost,total_cost,total_profit,order_date,customer_name,city,country,region,segment,ship_date,ship_mode,lon,lat,avg_profit
AZ-2014-3745040,599,0,2,technology,copiers,599,599,0,11/25/2014,Dominic Stephenson,Sandnes,Norway,North,Home Office,11/27/2014,Priority,5.7329455,58.8532585,74.10472279
AZ-2014-3762374,30,3,2,office supplies,binders,27,27,6,7/11/2014,Evie Flockhart,Washington,United Kingdom,North,Consumer,7/15/2014,Economy,-1.517366,54.897432,25.89697347
AZ-2014-3762374,1023,123,8,office supplies,storage,900,900,984,7/11/2014,Evie Flockhart,Washington,United Kingdom,North,Consumer,7/15/2014,Economy,-1.517366,54.897432,25.89697347
AZ-2014-3762374,108,6,5,office supplies,supplies,102,102,30,7/11/2014,Evie Flockhart,Washington,United Kingdom,North,Consumer,7/15/2014,Economy,-1.517366,54.897432,25.89697347
AZ-2014-3767753,52,18,2,office supplies,art,34,34,36,9/4/2014,Amy Nixon,Bordeaux,France,Central,Consumer,9/8/2014,Economy,-0.57918,44.837789,25.89697347
AZ-2014-3770776,136,48,1,furniture,chairs,88,88,48,1/31/2014,Harvey Drozd,Majadahonda,Spain,South,Consumer,2/5/2014,Economy,-3.8683123,40.4737586,42.22495756
AZ-2014-3770776,76,11,5,office supplies,binders,65,65,55,1/31/2014,Harvey Drozd,Majadahonda,Spain,South,Consumer,2/5/2014,Economy,-3.8683123,40.4737586,25.89697347
AZ-2014-3772714,193,15,7,office supplies,art,118,178,105,11/5/2014,Ruby Blomfield,Berlin,Germany,Central,Consumer,11/11/2014,Economy,13.404954,52.5200066,25.89697347
AZ-2014-3772714,24,8,2,office supplies,binders,16,16,16,11/5/2014,Ruby Blomfield,Berlin,Germany,Central,Consumer,11/11/2014,Economy,13.404954,52.5200066,25.89697347
AZ-2014-3772714,59,18,6,office supplies,fasteners,41,41,108,11/5/2014,Ruby Blomfield,Berlin,Germany,Central,Consumer,11/11/2014,Economy,13.404954,52.5200066,25.89697347
AZ-2014-3772714,13,2,2,office supplies,labels,11,11,4,11/5/2014,Ruby Blomfield,Berlin,Germany,Central,Consumer,11/11/2014,Economy,13.404954,52.5200066,25.89697347
AZ-2014-3772714,27,8,1,office supplies,paper,19,19,8,11/5/2014,Ruby Blomfield,Berlin,Germany,Central,Consumer,11/11/2014,Economy,13.404954,52.5200066,25.89697347
AZ-2014-3772714,202,83,2,technology,accessories,119,119,166,11/5/2014,Ruby Blomfield,Berlin,Germany,Central,Consumer,11/11/2014,Economy,13.404954,52.5200066,74.10472279
AZ-2014-3774339,324,36,3,furniture,furnishings,288,288,108,1/8/2014,Jay Andrews,Tourcoing,France,Central,Consumer,1/14/2014,Economy,3.16207,50.724993,42.22495756
AZ-2014-3774339,58,14,5,office supplies,binders,44,44,70,1/8/2014,Jay Andrews,Tourcoing,France,Central,Consumer,1/14/2014,Economy,3.16207,50.724993,25.89697347
AZ-2014-3774339,22,0,1,office supplies,storage,22,22,0,1/8/2014,Jay Andrews,Tourcoing,France,Central,Consumer,1/14/2014,Economy,3.16207,50.724993,25.89697347
AZ-2014-3774339,95,47,2,office supplies,supplies,48,48,94,1/8/2014,Jay Andrews,Tourcoing,France,Central,Consumer,1/14/2014,Economy,3.16207,50.724993,25.89697347
AZ-2014-3774339,495,-35,7,technology,machines,530,530,-245,1/8/2014,Jay Andrews,Tourcoing,France,Central,Consumer,1/14/2014,Economy,3.16207,50.724993,74.10472279
AZ-2014-378120,34,1,2,office supplies,binders,33,33,2,8/29/2014,Edward Hodges,Kiel,Germany,Central,Consumer,8/30/2014,Priority,10.1227652,54.3232927,25.89697347
AZ-2014-378120,207,56,5,office supplies,supplies,151,151,280,8/29/2014,Edward Hodges,Kiel,Germany,Central,Consumer,8/30/2014,Priority,10.1227652,54.3232927,25.89697347
AZ-2014-3798193,33,9,5,office supplies,binders,24,24,45,8/16/2014,Tyson Ebden,Oviedo,Spain,South,Consumer,8/21/2014,Economy,-5.8493887,43.3619145,25.89697347
AZ-2014-3802828,307,67,12,office supplies,art,173,240,804,11/7/2014,Angelina Hurst,Ulm,Germany,Central,Consumer,11/12/2014,Economy Plus,9.9876076,48.4010822,25.89697347
AZ-2014-3802828,260,47,1,technology,copiers,213,213,47,11/7/2014,Angelina Hurst,Ulm,Germany,Central,Consumer,11/12/2014,Economy Plus,9.9876076,48.4010822,74.10472279
AZ-2014-3810373,840,143,5,technology,phones,697,697,715,9/17/2014,Thomas Shepherd,Oslo,Norway,North,Corporate,9/22/2014,Economy Plus,10.7522454,59.9138688,74.10472279
AZ-2014-3811134,23,5,2,office supplies,art,18,18,10,6/12/2014,Spencer Oliver,La Spezia,Italy,South,Consumer,6/18/2014,Economy,9.8240826,44.1024504,25.89697347
AZ-2014-3811134,112,27,9,office supplies,labels,85,85,243,6/12/2014,Spencer Oliver,La Spezia,Italy,South,Consumer,6/18/2014,Economy,9.8240826,44.1024504,25.89697347
AZ-2014-3811134,291,93,7,technology,accessories,198,198,651,6/12/2014,Spencer Oliver,La Spezia,Italy,South,Consumer,6/18/2014,Economy,9.8240826,44.1024504,74.10472279
AZ-2014-3811327,50,-49,1,furniture,bookcases,99,99,-49,10/8/2014,Ewan Hyde,Hanover,Germany,Central,Consumer,10/12/2014,Economy Plus,9.7320104,52.3758916,42.22495756
AZ-2014-3811327,10,-8,2,office supplies,labels,18,18,-16,10/8/2014,Ewan Hyde,Hanover,Germany,Central,Consumer,10/12/2014,Economy Plus,9.7320104,52.3758916,25.89697347
AZ-2014-3811327,108,-13,3,technology,phones,121,121,-39,10/8/2014,Ewan Hyde,Hanover,Germany,Central,Consumer,10/12/2014,Economy Plus,9.7320104,52.3758916,74.10472279
AZ-2014-381698,717,16,4,furniture,bookcases,701,701,64,6/23/2014,Devin Huddleston,Saint-Denis,France,Central,Consumer,6/27/2014,Economy,2.357443,48.936181,42.22495756
AZ-2014-3822265,30,3,2,office supplies,binders,27,27,6,7/16/2014,Alta Nokes,Pontevedra,Spain,South,Home Office,7/21/2014,Economy,-8.6446202,42.4298846,25.89697347
AZ-2014-3822265,496,17,4,office supplies,storage,479,479,68,7/16/2014,Alta Nokes,Pontevedra,Spain,South,Home Office,7/21/2014,Economy,-8.6446202,42.4298846,25.89697347
AZ-2014-383147,118,41,4,office supplies,art,77,77,164,8/22/2014,Angus Ibsch,Maidenhead,United Kingdom,North,Consumer,8/24/2014,Economy Plus,-0.7219,51.522414,25.89697347
AZ-2014-383147,18,7,2,office supplies,fasteners,11,11,14,8/22/2014,Angus Ibsch,Maidenhead,United Kingdom,North,Consumer,8/24/2014,Economy Plus,-0.7219,51.522414,25.89697347
AZ-2014-3840915,134,37,5,office supplies,art,97,97,185,6/24/2014,Jodie Mellor,Barcelona,Spain,South,Consumer,6/28/2014,Economy,2.1734035,41.3850639,25.89697347
AZ-2014-3840915,1733,208,7,technology,accessories,1525,1525,1456,6/24/2014,Jodie Mellor,Barcelona,Spain,South,Consumer,6/28/2014,Economy,2.1734035,41.3850639,74.10472279
AZ-2014-3848321,170,73,2,technology,accessories,97,97,146,6/13/2014,Lily Skurrie,Paris,France,Central,Corporate,6/20/2014,Economy,2.3522219,48.856614,74.10472279
AZ-2014-3851368,323,118,9,office supplies,art,36,205,1062,10/30/2014,Ginger Owens,Sandnes,Norway,North,Consumer,11/6/2014,Economy,5.7329455,58.8532585,25.89697347
AZ-2014-3851368,38,13,3,office supplies,labels,25,25,39,10/30/2014,Ginger Owens,Sandnes,Norway,North,Consumer,11/6/2014,Economy,5.7329455,58.8532585,25.89697347
AZ-2014-3851368,413,186,2,office supplies,storage,227,227,372,10/30/2014,Ginger Owens,Sandnes,Norway,North,Consumer,11/6/2014,Economy,5.7329455,58.8532585,25.89697347
AZ-2014-3851368,338,118,4,technology,machines,220,220,472,10/30/2014,Ginger Owens,Sandnes,Norway,North,Consumer,11/6/2014,Economy,5.7329455,58.8532585,74.10472279
AZ-2014-3853517,249,17,5,office supplies,paper,232,232,85,1/3/2014,Lilian Rodgers,Noisy-le-Grand,France,Central,Consumer,1/4/2014,Priority,2.55261,48.848579,25.89697347
AZ-2014-3855882,40,17,5,office supplies,binders,23,23,85,11/18/2014,Beverly Brooks,Longjumeau,France,Central,Consumer,11/22/2014,Economy,2.2947615,48.6930642,25.89697347
AZ-2014-3870231,152,44,3,office supplies,art,108,108,132,12/30/2014,Thomas Thompson,Basel,Switzerland,Central,Corporate,1/2/2015,Priority,7.5885761,47.5595986,25.89697347
AZ-2014-3870231,30,1,2,office supplies,supplies,29,29,2,12/30/2014,Thomas Thompson,Basel,Switzerland,Central,Corporate,1/2/2015,Priority,7.5885761,47.5595986,25.89697347
AZ-2014-3870231,1913,899,10,technology,copiers,1014,1014,8990,12/30/2014,Thomas Thompson,Basel,Switzerland,Central,Corporate,1/2/2015,Priority,7.5885761,47.5595986,74.10472279
AZ-2014-3870231,292,35,4,technology,phones,257,257,140,12/30/2014,Thomas Thompson,Basel,Switzerland,Central,Corporate,1/2/2015,Priority,7.5885761,47.5595986,74.10472279
AZ-2014-3872710,28,3,2,office supplies,fasteners,25,25,6,8/28/2014,Rose Nicolay,Cottbus,Germany,Central,Home Office,9/2/2014,Economy,14.3328679,51.7563108,25.89697347
AZ-2014-3885179,254,81,5,office supplies,art,173,173,405,9/3/2014,James Bruns,Letchworth,United Kingdom,North,Consumer,9/7/2014,Economy,-0.226624,51.979074,25.89697347
AZ-2014-3885179,94,21,2,office supplies,envelopes,73,73,42,9/3/2014,James Bruns,Letchworth,United Kingdom,North,Consumer,9/7/2014,Economy,-0.226624,51.979074,25.89697347
AZ-2014-3885179,167,5,1,technology,phones,162,162,5,9/3/2014,James Bruns,Letchworth,United Kingdom,North,Consumer,9/7/2014,Economy,-0.226624,51.979074,74.10472279
AZ-2014-3888440,86,19,2,office supplies,supplies,67,67,38,7/10/2014,Leon Barnes,Sabadell,Spain,South,Consumer,7/14/2014,Economy,2.1086131,41.5462745,25.89697347
AZ-2014-3892421,27,5,2,office supplies,paper,22,22,10,8/14/2014,Ethan Howarth,Menton,France,Central,Consumer,8/18/2014,Economy,7.49754,43.774481,25.89697347
AZ-2014-3909532,36,16,5,office supplies,envelopes,20,20,80,12/16/2014,Ava Giles,Pontault-Combault,France,Central,Corporate,12/21/2014,Economy,2.607598,48.801255,25.89697347
AZ-2014-3909532,68,28,2,office supplies,paper,40,40,56,12/16/2014,Ava Giles,Pontault-Combault,France,Central,Corporate,12/21/2014,Economy,2.607598,48.801255,25.89697347
AZ-2014-3909532,458,110,17,office supplies,storage,151,348,1870,12/16/2014,Ava Giles,Pontault-Combault,France,Central,Corporate,12/21/2014,Economy,2.607598,48.801255,25.89697347
AZ-2014-3909532,129,46,3,technology,accessories,83,83,138,12/16/2014,Ava Giles,Pontault-Combault,France,Central,Corporate,12/21/2014,Economy,2.607598,48.801255,74.10472279
AZ-2014-3937200,103,30,2,furniture,furnishings,73,73,60,11/20/2014,Isabelle Torpy,Bilbao,Spain,South,Consumer,11/24/2014,Economy Plus,-2.9349852,43.2630126,42.22495756
AZ-2014-3937200,85,0,3,office supplies,binders,85,85,0,11/20/2014,Isabelle Torpy,Bilbao,Spain,South,Consumer,11/24/2014,Economy Plus,-2.9349852,43.2630126,25.89697347
AZ-2014-3937200,100,25,9,office supplies,labels,75,75,225,11/20/2014,Isabelle Torpy,Bilbao,Spain,South,Consumer,11/24/2014,Economy Plus,-2.9349852,43.2630126,25.89697347
AZ-2014-3937200,162,78,7,office supplies,supplies,84,84,546,11/20/2014,Isabelle Torpy,Bilbao,Spain,South,Consumer,11/24/2014,Economy Plus,-2.9349852,43.2630126,25.89697347
AZ-2014-3937200,2057,432,7,technology,copiers,1625,1625,3024,11/20/2014,Isabelle Torpy,Bilbao,Spain,South,Consumer,11/24/2014,Economy Plus,-2.9349852,43.2630126,74.10472279
AZ-2014-3937200,292,13,4,technology,machines,279,279,52,11/20/2014,Isabelle Torpy,Bilbao,Spain,South,Consumer,11/24/2014,Economy Plus,-2.9349852,43.2630126,74.10472279
AZ-2014-3938164,46,9,3,furniture,furnishings,37,37,27,9/15/2014,Michael Myers,Eindhoven,Netherlands,Central,Home Office,9/18/2014,Priority,5.4697225,51.441642,42.22495756
AZ-2014-3954912,329,95,7,office supplies,supplies,234,234,665,8/30/2014,Thomas Shepherd,Glasgow,United Kingdom,North,Corporate,9/3/2014,Economy,-4.251806,55.864237,25.89697347
AZ-2014-3958582,1015,272,4,technology,accessories,307,743,1088,1/30/2014,Florence Wark,Milan,Italy,South,Consumer,2/5/2014,Economy,9.1859243,45.4654219,74.10472279
AZ-2014-3958582,211,-123,2,technology,machines,334,334,-246,1/30/2014,Florence Wark,Milan,Italy,South,Consumer,2/5/2014,Economy,9.1859243,45.4654219,74.10472279
AZ-2014-3967797,42,8,3,office supplies,fasteners,34,34,24,2/28/2014,Angie Massengill,Heilbronn,Germany,Central,Consumer,3/4/2014,Economy,9.210879,49.1426929,25.89697347
AZ-2014-3967797,110,-12,5,office supplies,storage,122,122,-60,2/28/2014,Angie Massengill,Heilbronn,Germany,Central,Consumer,3/4/2014,Economy,9.210879,49.1426929,25.89697347
AZ-2014-3967797,332,113,7,technology,machines,219,219,791,2/28/2014,Angie Massengill,Heilbronn,Germany,Central,Consumer,3/4/2014,Economy,9.210879,49.1426929,74.10472279
AZ-2014-3980434,242,14,5,furniture,furnishings,228,228,70,3/19/2014,John Basser,Graz,Austria,Central,Corporate,3/23/2014,Economy,15.439504,47.070714,42.22495756
AZ-2014-3981915,15,7,2,office supplies,binders,8,8,14,9/16/2014,Chloe Miller,Epinal,France,Central,Consumer,9/16/2014,Immediate,6.449403,48.172402,25.89697347
AZ-2014-3981915,174,72,4,office supplies,storage,102,102,288,9/16/2014,Chloe Miller,Epinal,France,Central,Consumer,9/16/2014,Immediate,6.449403,48.172402,25.89697347
AZ-2014-3985814,1072,311,4,technology,machines,761,761,1244,2/17/2014,Peggy Hua,Frankfurt,Germany,Central,Corporate,2/19/2014,Priority,8.6821267,50.1109221,74.10472279
AZ-2014-399532,88,40,2,furniture,furnishings,48,48,80,7/16/2014,Adam Bentley,Vienna,Austria,Central,Consumer,7/20/2014,Economy,16.3738189,48.2081743,42.22495756
AZ-2014-399532,18,2,3,office supplies,binders,16,16,6,7/16/2014,Adam Bentley,Vienna,Austria,Central,Consumer,7/20/2014,Economy,16.3738189,48.2081743,25.89697347
AZ-2014-399532,465,140,4,technology,accessories,325,325,560,7/16/2014,Adam Bentley,Vienna,Austria,Central,Consumer,7/20/2014,Economy,16.3738189,48.2081743,74.10472279
AZ-2014-3997418,54,15,4,office supplies,supplies,39,39,60,8/27/2014,Samantha Reynell,Barcelona,Spain,South,Home Office,8/31/2014,Economy,2.1734035,41.3850639,25.89697347
AZ-2014-4000369,89,8,4,office supplies,art,81,81,32,10/29/2014,Ashton Charles,Nancy,France,Central,Consumer,11/2/2014,Economy,6.184417,48.692054,25.89697347
AZ-2014-4000369,1016,-24,5,technology,copiers,1040,1040,-120,10/29/2014,Ashton Charles,Nancy,France,Central,Consumer,11/2/2014,Economy,6.184417,48.692054,74.10472279
AZ-2014-4004441,33,9,2,office supplies,binders,24,24,18,10/23/2014,Edward Davidson,Troisdorf,Germany,Central,Home Office,10/28/2014,Economy,7.1430246,50.8177471,25.89697347
AZ-2014-4010374,29,0,2,office supplies,storage,29,29,0,9/29/2014,Kimberly Boyd,Munich,Germany,Central,Corporate,10/6/2014,Economy,11.5819806,48.1351253,25.89697347
AZ-2014-4010374,882,185,3,technology,copiers,697,697,555,9/29/2014,Kimberly Boyd,Munich,Germany,Central,Corporate,10/6/2014,Economy,11.5819806,48.1351253,74.10472279
AZ-2014-4010374,2088,84,8,technology,machines,2004,2004,672,9/29/2014,Kimberly Boyd,Munich,Germany,Central,Corporate,10/6/2014,Economy,11.5819806,48.1351253,74.10472279
AZ-2014-4015519,157,59,3,office supplies,appliances,98,98,177,2/3/2014,Carl Proctor,Lanester,France,Central,Consumer,2/9/2014,Economy,-3.347354,47.763494,25.89697347
AZ-2014-4015519,529,6,5,technology,copiers,523,523,30,2/3/2014,Carl Proctor,Lanester,France,Central,Consumer,2/9/2014,Economy,-3.347354,47.763494,74.10472279
AZ-2014-4015519,429,10,4,technology,phones,419,419,40,2/3/2014,Carl Proctor,Lanester,France,Central,Consumer,2/9/2014,Economy,-3.347354,47.763494,74.10472279
AZ-2014-4019056,11,1,1,office supplies,storage,10,10,1,8/14/2014,Robert James,Cardiff,United Kingdom,North,Home Office,8/20/2014,Economy,-3.17909,51.481581,25.89697347
AZ-2014-4019056,351,84,3,technology,machines,267,267,252,8/14/2014,Robert James,Cardiff,United Kingdom,North,Home Office,8/20/2014,Economy,-3.17909,51.481581,74.10472279
AZ-2014-4019056,279,114,2,technology,phones,165,165,228,8/14/2014,Robert James,Cardiff,United Kingdom,North,Home Office,8/20/2014,Economy,-3.17909,51.481581,74.10472279
AZ-2014-4031340,103,44,4,office supplies,envelopes,59,59,176,11/27/2014,Rita McCann,San Sebastian,Spain,South,Consumer,12/2/2014,Economy,-1.9812313,43.318334,25.89697347
AZ-2014-4039650,1860,18,7,technology,machines,1842,1842,126,6/17/2014,Katie Thom,Watford,United Kingdom,North,Corporate,6/20/2014,Economy Plus,-0.39032,51.656489,74.10472279
AZ-2014-4042743,87,9,7,office supplies,binders,78,78,63,12/1/2014,Jasper Neighbour,Cologne,Germany,Central,Corporate,12/7/2014,Economy,6.9602786,50.937531,25.89697347
AZ-2014-4042743,226,61,6,office supplies,envelopes,165,165,366,12/1/2014,Jasper Neighbour,Cologne,Germany,Central,Corporate,12/7/2014,Economy,6.9602786,50.937531,25.89697347
AZ-2014-4045031,936,66,3,technology,machines,870,870,198,10/23/2014,Lara Giles,Ulm,Germany,Central,Consumer,10/26/2014,Priority,9.9876076,48.4010822,74.10472279
AZ-2014-4059237,77,18,4,office supplies,art,59,59,72,9/6/2014,Corey Norton,Madrid,Spain,South,Consumer,9/11/2014,Economy,-3.7037902,40.4167754,25.89697347
AZ-2014-4059237,40,10,2,office supplies,envelopes,30,30,20,9/6/2014,Corey Norton,Madrid,Spain,South,Consumer,9/11/2014,Economy,-3.7037902,40.4167754,25.89697347
AZ-2014-4059237,578,212,5,office supplies,storage,366,366,1060,9/6/2014,Corey Norton,Madrid,Spain,South,Consumer,9/11/2014,Economy,-3.7037902,40.4167754,25.89697347
AZ-2014-4093639,62,27,6,office supplies,art,35,35,162,10/13/2014,Gail Thompson,Madrid,Spain,South,Consumer,10/17/2014,Economy,-3.7037902,40.4167754,25.89697347
AZ-2014-4093639,104,25,9,office supplies,binders,79,79,225,10/13/2014,Gail Thompson,Madrid,Spain,South,Consumer,10/17/2014,Economy,-3.7037902,40.4167754,25.89697347
AZ-2014-4112590,37,14,3,office supplies,envelopes,23,23,42,12/19/2014,Juanita Smalls,Pessac,France,Central,Home Office,12/21/2014,Priority,-0.630386,44.80583,25.89697347
AZ-2014-4112918,1955,608,4,office supplies,appliances,1347,1347,2432,8/11/2014,Kazuko Mason,Rillieux-la-Pape,France,Central,Home Office,8/17/2014,Economy,4.897126,45.819655,25.89697347
AZ-2014-4112918,157,59,3,office supplies,storage,98,98,177,8/11/2014,Kazuko Mason,Rillieux-la-Pape,France,Central,Home Office,8/17/2014,Economy,4.897126,45.819655,25.89697347
AZ-2014-4112918,22,1,1,office supplies,supplies,21,21,1,8/11/2014,Kazuko Mason,Rillieux-la-Pape,France,Central,Home Office,8/17/2014,Economy,4.897126,45.819655,25.89697347
AZ-2014-4112918,116,35,1,technology,accessories,81,81,35,8/11/2014,Kazuko Mason,Rillieux-la-Pape,France,Central,Home Office,8/17/2014,Economy,4.897126,45.819655,74.10472279
AZ-2014-4112918,829,146,7,technology,phones,683,683,1022,8/11/2014,Kazuko Mason,Rillieux-la-Pape,France,Central,Home Office,8/17/2014,Economy,4.897126,45.819655,74.10472279
AZ-2014-4114625,53,26,3,furniture,furnishings,27,27,78,11/15/2014,Lamar Lockhart,Le Pré-Saint-Gervais,France,Central,Consumer,11/20/2014,Economy Plus,2.40557,48.885063,42.22495756
AZ-2014-4135544,147,21,2,technology,phones,126,126,42,10/9/2014,Gracie Hicks,Graz,Austria,Central,Consumer,10/13/2014,Economy,15.439504,47.070714,74.10472279
AZ-2014-4151029,90,36,3,office supplies,binders,54,54,108,12/16/2014,Victor Kron,Vincennes,France,Central,Consumer,12/16/2014,Immediate,2.4394969,48.847759,25.89697347
AZ-2014-4151029,229,37,2,technology,accessories,192,192,74,12/16/2014,Victor Kron,Vincennes,France,Central,Consumer,12/16/2014,Immediate,2.4394969,48.847759,74.10472279
AZ-2014-4158813,332,111,9,office supplies,art,12,221,999,12/13/2014,Lola Hughes,Wuppertal,Germany,Central,Consumer,12/20/2014,Economy,7.1507636,51.2562128,25.89697347
AZ-2014-4158813,95,14,14,office supplies,labels,81,81,196,12/13/2014,Lola Hughes,Wuppertal,Germany,Central,Consumer,12/20/2014,Economy,7.1507636,51.2562128,25.89697347
AZ-2014-4160520,101,23,2,furniture,chairs,78,78,46,1/21/2014,Aaron Cunningham,Roissy-en-Brie,France,Central,Consumer,1/26/2014,Economy,2.656802,48.7904005,42.22495756
AZ-2014-4182023,169,-3,6,office supplies,storage,172,172,-18,9/16/2014,Ethan Cover,Carrara,Italy,South,Home Office,9/21/2014,Economy,10.097677,44.0793245,25.89697347
AZ-2014-4182023,159,21,2,technology,accessories,138,138,42,9/16/2014,Ethan Cover,Carrara,Italy,South,Home Office,9/21/2014,Economy,10.097677,44.0793245,74.10472279
AZ-2014-4182023,1209,242,5,technology,copiers,967,967,1210,9/16/2014,Ethan Cover,Carrara,Italy,South,Home Office,9/21/2014,Economy,10.097677,44.0793245,74.10472279
AZ-2014-4188403,596,91,4,technology,machines,505,505,364,11/25/2014,Anna Leal,Valence,France,Central,Consumer,11/29/2014,Economy,4.89236,44.933393,74.10472279
AZ-2014-4217323,557,217,3,office supplies,storage,340,340,651,12/31/2014,Evie Morton,Caen,France,Central,Consumer,1/2/2015,Economy Plus,-0.370679,49.182863,25.89697347
AZ-2014-4220771,1399,109,3,furniture,tables,1290,1290,327,5/29/2014,Lola Hughes,London,United Kingdom,North,Consumer,6/1/2014,Economy Plus,-0.1277583,51.5073509,42.22495756
AZ-2014-4226060,430,95,3,furniture,bookcases,335,335,285,11/5/2014,Harry Marion,Messina,Italy,South,Consumer,11/12/2014,Economy,15.5540152,38.1938137,42.22495756
AZ-2014-4226060,82,23,3,office supplies,binders,59,59,69,11/5/2014,Harry Marion,Messina,Italy,South,Consumer,11/12/2014,Economy,15.5540152,38.1938137,25.89697347
AZ-2014-4236300,326,153,4,furniture,chairs,173,173,612,10/23/2014,Alexander Bond,Torquay,United Kingdom,North,Corporate,10/27/2014,Economy Plus,-3.525315,50.4619209,42.22495756
AZ-2014-4236300,82,33,4,office supplies,envelopes,49,49,132,10/23/2014,Alexander Bond,Torquay,United Kingdom,North,Corporate,10/27/2014,Economy Plus,-3.525315,50.4619209,25.89697347
AZ-2014-4236300,427,132,3,technology,copiers,295,295,396,10/23/2014,Alexander Bond,Torquay,United Kingdom,North,Corporate,10/27/2014,Economy Plus,-3.525315,50.4619209,74.10472279
AZ-2014-4237223,124,28,6,office supplies,binders,36,96,168,3/3/2014,Leah Barrett,Amiens,France,Central,Consumer,3/8/2014,Economy Plus,2.295753,49.894067,25.89697347
AZ-2014-423825,54,4,3,office supplies,art,50,50,12,6/13/2014,Andrew Stephens,Marseille,France,Central,Consumer,6/20/2014,Economy,5.36978,43.296482,25.89697347
AZ-2014-4241465,311,43,13,office supplies,binders,262,268,559,10/2/2014,Ava Corbin,Madrid,Spain,South,Home Office,10/6/2014,Economy,-3.7037902,40.4167754,25.89697347
AZ-2014-4241465,136,56,4,office supplies,paper,80,80,224,10/2/2014,Ava Corbin,Madrid,Spain,South,Home Office,10/6/2014,Economy,-3.7037902,40.4167754,25.89697347
AZ-2014-4241465,50,20,3,office supplies,supplies,30,30,60,10/2/2014,Ava Corbin,Madrid,Spain,South,Home Office,10/6/2014,Economy,-3.7037902,40.4167754,25.89697347
AZ-2014-4255691,333,74,6,office supplies,storage,259,259,444,6/4/2014,Jason Roger,Colombes,France,Central,Corporate,6/8/2014,Economy,2.2533313,48.9220615,25.89697347
AZ-2014-4255691,238,117,5,office supplies,supplies,121,121,585,6/4/2014,Jason Roger,Colombes,France,Central,Corporate,6/8/2014,Economy,2.2533313,48.9220615,25.89697347
AZ-2014-4257204,158,65,5,office supplies,binders,93,93,325,7/28/2014,Millie Arnold,Glasgow,United Kingdom,North,Consumer,7/31/2014,Economy Plus,-4.251806,55.864237,25.89697347
AZ-2014-4257204,116,52,7,office supplies,storage,64,64,364,7/28/2014,Millie Arnold,Glasgow,United Kingdom,North,Consumer,7/31/2014,Economy Plus,-4.251806,55.864237,25.89697347
AZ-2014-4258600,44,10,3,office supplies,art,34,34,30,2/28/2014,Hollie Norris,Colombes,France,Central,Consumer,3/4/2014,Economy,2.2533313,48.9220615,25.89697347
AZ-2014-4258600,59,5,2,office supplies,paper,54,54,10,2/28/2014,Hollie Norris,Colombes,France,Central,Consumer,3/4/2014,Economy,2.2533313,48.9220615,25.89697347
AZ-2014-4277891,143,41,1,furniture,bookcases,102,102,41,7/28/2014,Will Poynton,Badalona,Spain,South,Consumer,8/3/2014,Economy,2.2450325,41.4469883,42.22495756
AZ-2014-4277891,141,3,6,office supplies,art,138,138,18,7/28/2014,Will Poynton,Badalona,Spain,South,Consumer,8/3/2014,Economy,2.2450325,41.4469883,25.89697347
AZ-2014-4277891,80,37,6,office supplies,binders,43,43,222,7/28/2014,Will Poynton,Badalona,Spain,South,Consumer,8/3/2014,Economy,2.2450325,41.4469883,25.89697347
AZ-2014-4277891,83,3,2,office supplies,envelopes,80,80,6,7/28/2014,Will Poynton,Badalona,Spain,South,Consumer,8/3/2014,Economy,2.2450325,41.4469883,25.89697347
AZ-2014-4277955,168,55,9,office supplies,art,18,113,495,12/2/2014,Kian Pollard,Vitoria,Spain,South,Consumer,12/7/2014,Economy,-2.6817918,42.8591656,25.89697347
AZ-2014-4277955,95,43,4,office supplies,paper,52,52,172,12/2/2014,Kian Pollard,Vitoria,Spain,South,Consumer,12/7/2014,Economy,-2.6817918,42.8591656,25.89697347
AZ-2014-4279735,2077,395,4,office supplies,appliances,1682,1682,1580,10/13/2014,Erin Gill,Burnley,United Kingdom,North,Home Office,10/18/2014,Economy Plus,-2.2405035,53.7892877,25.89697347
AZ-2014-4279735,603,205,5,technology,machines,398,398,1025,10/13/2014,Erin Gill,Burnley,United Kingdom,North,Home Office,10/18/2014,Economy Plus,-2.2405035,53.7892877,74.10472279
AZ-2014-4281843,19,-13,2,office supplies,fasteners,32,32,-26,6/23/2014,Dominic Scott,Dresden,Germany,Central,Consumer,6/27/2014,Economy,13.7372621,51.0504088,25.89697347
AZ-2014-4284397,24,6,1,office supplies,paper,18,18,6,12/4/2014,Makayla Elphinstone,Vienna,Austria,Central,Consumer,12/9/2014,Economy,16.3738189,48.2081743,25.89697347
AZ-2014-4295030,193,73,6,office supplies,art,120,120,438,1/20/2014,Tom Charlton,Reus,Spain,South,Corporate,1/22/2014,Economy Plus,1.1055321,41.1498259,25.89697347
AZ-2014-4295830,374,42,3,furniture,chairs,332,332,126,5/1/2014,Brandon Preston,Langenhagen,Germany,Central,Consumer,5/4/2014,Priority,9.7443992,52.4528001,42.22495756
AZ-2014-4303771,591,118,3,office supplies,storage,473,473,354,9/4/2014,Lane Taylor,Stourbridge,United Kingdom,North,Corporate,9/6/2014,Priority,-2.148731,52.456891,25.89697347
